Start Time, Tue Mar 3 16:27:20 GMT+0000 2026
Energy calibration,  Offset: 0, Slope: 1, Quadratic: 0
Live Time (s), 85199.382144
Real Time (s), 85208.571198
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
584, 584, 635
585, 585, 587
586, 586, 587
587, 587, 553
588, 588, 569
589, 589, 630
590, 590, 616
591, 591, 559
592, 592, 564
593, 593, 608
594, 594, 566
595, 595, 613
596, 596, 612
597, 597, 576
598, 598, 576
599, 599, 591
600, 600, 571
601, 601, 582
602, 602, 549
603, 603, 576
604, 604, 536
605, 605, 563
606, 606, 574
607, 607, 604
608, 608, 566
609, 609, 572
610, 610, 630
611, 611, 561
612, 612, 560
613, 613, 587
614, 614, 619
615, 615, 577
616, 616, 596
617, 617, 566
618, 618, 613
619, 619, 575
620, 620, 543
621, 621, 566
622, 622, 561
623, 623, 623
624, 624, 569
625, 625, 574
626, 626, 558
627, 627, 567
628, 628, 553
629, 629, 592
630, 630, 605
631, 631, 594
632, 632, 587
633, 633, 558
634, 634, 578
635, 635, 579
636, 636, 583
637, 637, 587
638, 638, 542
639, 639, 543
640, 640, 583
641, 641, 541
642, 642, 570
643, 643, 601
644, 644, 551
645, 645, 590
646, 646, 587
647, 647, 576
648, 648, 552
649, 649, 596
650, 650, 531
651, 651, 558
652, 652, 592
653, 653, 589
654, 654, 561
655, 655, 627
656, 656, 570
657, 657, 593
658, 658, 580
659, 659, 621
660, 660, 574
661, 661, 618
662, 662, 605
663, 663, 630
664, 664, 587
665, 665, 598
666, 666, 622
667, 667, 597
668, 668, 608
669, 669, 586
670, 670, 621
671, 671, 638
672, 672, 579
673, 673, 640
674, 674, 602
675, 675, 623
676, 676, 636
677, 677, 582
678, 678, 586
679, 679, 671
680, 680, 594
681, 681, 555
682, 682, 591
683, 683, 586
684, 684, 600
685, 685, 683
686, 686, 637
687, 687, 589
688, 688, 602
689, 689, 575
690, 690, 602
691, 691, 625
692, 692, 585
693, 693, 602
694, 694, 602
695, 695, 567
696, 696, 575
697, 697, 580
698, 698, 596
699, 699, 582
700, 700, 604
701, 701, 581
702, 702, 599
703, 703, 557
704, 704, 577
705, 705, 550
706, 706, 564
707, 707, 574
708, 708, 554
709, 709, 563
710, 710, 546
711, 711, 574
712, 712, 563
713, 713, 538
714, 714, 543
715, 715, 574
716, 716, 539
717, 717, 570
718, 718, 554
719, 719, 535
720, 720, 545
721, 721, 550
722, 722, 528
723, 723, 498
724, 724, 559
725, 725, 528
726, 726, 585
727, 727, 535
728, 728, 550
729, 729, 540
730, 730, 551
731, 731, 560
732, 732, 575
733, 733, 504
734, 734, 524
735, 735, 527
736, 736, 539
737, 737, 539
738, 738, 493
739, 739, 494
740, 740, 500
741, 741, 500
742, 742, 513
743, 743, 512
744, 744, 533
745, 745, 503
746, 746, 531
747, 747, 517
748, 748, 483
749, 749, 535
750, 750, 483
751, 751, 553
752, 752, 570
753, 753, 517
754, 754, 517
755, 755, 523
756, 756, 490
757, 757, 468
758, 758, 547
759, 759, 466
760, 760, 488
761, 761, 505
762, 762, 524
763, 763, 512
