Start Time, Tue Feb 17 17:33:07 GMT+0000 2026
Energy calibration,  Offset: 0, Slope: 1, Quadratic: 0
Live Time (s), 337267.986639
Real Time (s), 337289.391285
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
1338, 1338, 173
1339, 1339, 174
1340, 1340, 177
1341, 1341, 182
1342, 1342, 163
1343, 1343, 195
1344, 1344, 183
1345, 1345, 180
1346, 1346, 181
1347, 1347, 180
1348, 1348, 172
1349, 1349, 191
1350, 1350, 189
1351, 1351, 176
1352, 1352, 190
1353, 1353, 189
1354, 1354, 222
1355, 1355, 166
1356, 1356, 200
1357, 1357, 196
1358, 1358, 178
1359, 1359, 184
1360, 1360, 176
1361, 1361, 165
1362, 1362, 163
1363, 1363, 189
1364, 1364, 172
1365, 1365, 145
1366, 1366, 175
1367, 1367, 172
1368, 1368, 174
1369, 1369, 164
1370, 1370, 171
1371, 1371, 155
1372, 1372, 189
1373, 1373, 191
1374, 1374, 189
1375, 1375, 185
1376, 1376, 165
1377, 1377, 158
1378, 1378, 161
1379, 1379, 202
1380, 1380, 172
1381, 1381, 162
1382, 1382, 170
1383, 1383, 182
1384, 1384, 164
1385, 1385, 178
1386, 1386, 183
1387, 1387, 163
1388, 1388, 163
1389, 1389, 149
1390, 1390, 189
1391, 1391, 176
1392, 1392, 161
1393, 1393, 182
1394, 1394, 167
1395, 1395, 170
1396, 1396, 173
1397, 1397, 168
1398, 1398, 164
1399, 1399, 179
1400, 1400, 162
1401, 1401, 188
1402, 1402, 167
1403, 1403, 178
1404, 1404, 190
1405, 1405, 159
1406, 1406, 171
1407, 1407, 182
1408, 1408, 193
1409, 1409, 160
1410, 1410, 201
1411, 1411, 154
1412, 1412, 175
1413, 1413, 195
1414, 1414, 170
1415, 1415, 177
1416, 1416, 176
1417, 1417, 173
1418, 1418, 172
1419, 1419, 173
1420, 1420, 160
1421, 1421, 175
1422, 1422, 174
1423, 1423, 179
1424, 1424, 166
1425, 1425, 178
1426, 1426, 198
1427, 1427, 179
1428, 1428, 167
1429, 1429, 175
1430, 1430, 226
1431, 1431, 174
1432, 1432, 169
1433, 1433, 192
1434, 1434, 168
1435, 1435, 192
1436, 1436, 166
1437, 1437, 194
1438, 1438, 192
1439, 1439, 170
1440, 1440, 157
1441, 1441, 187
1442, 1442, 188
1443, 1443, 180
1444, 1444, 174
1445, 1445, 164
1446, 1446, 173
1447, 1447, 184
1448, 1448, 207
1449, 1449, 179
1450, 1450, 147
1451, 1451, 187
1452, 1452, 176
1453, 1453, 179
1454, 1454, 187
1455, 1455, 171
1456, 1456, 186
1457, 1457, 191
1458, 1458, 150
1459, 1459, 202
1460, 1460, 176
1461, 1461, 182
1462, 1462, 185
1463, 1463, 202
1464, 1464, 202
1465, 1465, 195
1466, 1466, 193
1467, 1467, 161
1468, 1468, 181
1469, 1469, 200
1470, 1470, 184
1471, 1471, 185
1472, 1472, 194
1473, 1473, 187
1474, 1474, 167
1475, 1475, 210
1476, 1476, 174
1477, 1477, 179
1478, 1478, 195
1479, 1479, 210
1480, 1480, 165
1481, 1481, 179
1482, 1482, 173
1483, 1483, 179
1484, 1484, 179
1485, 1485, 183
1486, 1486, 179
1487, 1487, 163
1488, 1488, 153
1489, 1489, 156
1490, 1490, 170
1491, 1491, 175
1492, 1492, 154
1493, 1493, 174
1494, 1494, 168
1495, 1495, 158
1496, 1496, 166
1497, 1497, 170
1498, 1498, 176
1499, 1499, 170
1500, 1500, 173
1501, 1501, 185
