Start Time, Mon Feb 23 13:49:17 GMT+0000 2026
Energy calibration,  Offset: 0, Slope: 1, Quadratic: 0
Live Time (s), 271945.569719
Real Time (s), 271983.791289
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
844, 844, 1891
845, 845, 1840
846, 846, 1894
847, 847, 1816
848, 848, 1922
849, 849, 1833
850, 850, 1919
851, 851, 1802
852, 852, 1831
853, 853, 1861
854, 854, 1856
855, 855, 1707
856, 856, 1884
857, 857, 1771
858, 858, 1818
859, 859, 1837
860, 860, 1784
861, 861, 1870
862, 862, 1799
863, 863, 1899
864, 864, 1853
865, 865, 1839
866, 866, 1714
867, 867, 1839
868, 868, 1849
869, 869, 1815
870, 870, 1883
871, 871, 1758
872, 872, 1902
873, 873, 1827
874, 874, 1832
875, 875, 1898
876, 876, 1842
877, 877, 1788
878, 878, 1846
879, 879, 1747
880, 880, 1693
881, 881, 1744
882, 882, 1924
883, 883, 1820
884, 884, 1794
885, 885, 1772
886, 886, 1740
887, 887, 1820
888, 888, 1823
889, 889, 1853
890, 890, 1768
891, 891, 1833
892, 892, 1794
893, 893, 1852
894, 894, 1874
895, 895, 1847
896, 896, 1823
897, 897, 1839
898, 898, 1850
899, 899, 1832
900, 900, 1846
901, 901, 1831
902, 902, 1833
903, 903, 1827
904, 904, 1881
905, 905, 1866
906, 906, 1785
907, 907, 1866
908, 908, 1772
909, 909, 1790
910, 910, 1835
911, 911, 1838
912, 912, 1793
913, 913, 1772
914, 914, 1790
915, 915, 1859
916, 916, 1872
917, 917, 1732
918, 918, 1857
919, 919, 1745
920, 920, 1756
921, 921, 1900
922, 922, 1796
923, 923, 1747
924, 924, 1683
925, 925, 1777
926, 926, 1812
927, 927, 1849
928, 928, 1739
929, 929, 1872
930, 930, 1864
931, 931, 1813
932, 932, 1824
933, 933, 1723
934, 934, 1818
935, 935, 1780
936, 936, 1829
937, 937, 1840
938, 938, 1827
939, 939, 1789
940, 940, 1882
941, 941, 1828
942, 942, 1739
943, 943, 1794
944, 944, 1823
945, 945, 1854
946, 946, 1803
947, 947, 1792
948, 948, 1863
949, 949, 1853
950, 950, 1790
951, 951, 1806
952, 952, 1764
953, 953, 1817
954, 954, 1853
955, 955, 1842
956, 956, 1823
957, 957, 1793
958, 958, 1788
959, 959, 1767
960, 960, 1791
961, 961, 1817
962, 962, 1820
963, 963, 1791
964, 964, 1810
965, 965, 1845
966, 966, 1798
967, 967, 1763
968, 968, 1841
969, 969, 1789
970, 970, 1771
971, 971, 1809
972, 972, 1867
973, 973, 1797
974, 974, 1861
975, 975, 1802
976, 976, 1882
977, 977, 1865
978, 978, 1841
979, 979, 1791
980, 980, 1787
981, 981, 1793
982, 982, 1851
983, 983, 1794
984, 984, 1824
985, 985, 1827
986, 986, 1818
987, 987, 1779
988, 988, 1847
989, 989, 1767
990, 990, 1820
991, 991, 1765
992, 992, 1833
993, 993, 1808
994, 994, 1868
995, 995, 1895
996, 996, 1936
997, 997, 1874
998, 998, 1777
999, 999, 1861
1000, 1000, 1834
1001, 1001, 1880
1002, 1002, 1901
1003, 1003, 1833
1004, 1004, 1828
1005, 1005, 1834
1006, 1006, 1837
1007, 1007, 1797
1008, 1008, 1777
1009, 1009, 1762
1010, 1010, 1817
1011, 1011, 1806
1012, 1012, 1838
1013, 1013, 1855
1014, 1014, 1858
1015, 1015, 1824
1016, 1016, 1894
1017, 1017, 1852
1018, 1018, 1779
1019, 1019, 1798
1020, 1020, 1875
1021, 1021, 1823
1022, 1022, 1826
1023, 1023, 1852
1024, 1024, 1805
1025, 1025, 1821
1026, 1026, 1864
1027, 1027, 1822
1028, 1028, 1920
1029, 1029, 1869
1030, 1030, 1864
1031, 1031, 1877
1032, 1032, 1826
1033, 1033, 1913
1034, 1034, 1870
1035, 1035, 1779
1036, 1036, 1745
1037, 1037, 1893
1038, 1038, 1817
1039, 1039, 1859
1040, 1040, 1864
1041, 1041, 1796
1042, 1042, 1875
1043, 1043, 1904
1044, 1044, 1789
1045, 1045, 1884
1046, 1046, 1923
1047, 1047, 1905
1048, 1048, 1879
1049, 1049, 1904
1050, 1050, 1888
1051, 1051, 1888
1052, 1052, 1916
1053, 1053, 1864
1054, 1054, 1838
1055, 1055, 1806
1056, 1056, 1921
1057, 1057, 1893
1058, 1058, 1899
1059, 1059, 1821
1060, 1060, 1886
1061, 1061, 1855
1062, 1062, 1811
1063, 1063, 1919
1064, 1064, 1852
1065, 1065, 1858
1066, 1066, 1854
1067, 1067, 1907
1068, 1068, 1883
1069, 1069, 1917
1070, 1070, 1947
1071, 1071, 1845
1072, 1072, 1829
1073, 1073, 1934
1074, 1074, 1884
1075, 1075, 1902
1076, 1076, 1895
1077, 1077, 1859
1078, 1078, 1811
1079, 1079, 1884
1080, 1080, 1794
1081, 1081, 1917
1082, 1082, 1865
1083, 1083, 1929
1084, 1084, 1893
1085, 1085, 1833
1086, 1086, 1863
1087, 1087, 1886
1088, 1088, 1889
1089, 1089, 1843
1090, 1090, 1929
1091, 1091, 1913
1092, 1092, 1877
1093, 1093, 1895
1094, 1094, 1928
1095, 1095, 2047
1096, 1096, 1896
1097, 1097, 1944
1098, 1098, 1936
1099, 1099, 1898
1100, 1100, 1871
1101, 1101, 1809
1102, 1102, 2000
1103, 1103, 1970
1104, 1104, 2032
1105, 1105, 1928
1106, 1106, 1967
1107, 1107, 1873
1108, 1108, 1983
1109, 1109, 1929
1110, 1110, 1983
1111, 1111, 1931
1112, 1112, 1942
1113, 1113, 2000
1114, 1114, 2014
1115, 1115, 2000
1116, 1116, 1961
1117, 1117, 2001
1118, 1118, 1993
1119, 1119, 1960
1120, 1120, 2011
1121, 1121, 1893
1122, 1122, 1912
1123, 1123, 1940
1124, 1124, 1992
1125, 1125, 1866
1126, 1126, 1891
1127, 1127, 1908
1128, 1128, 1893
1129, 1129, 1927
1130, 1130, 1954
1131, 1131, 1928
1132, 1132, 1969
1133, 1133, 2011
1134, 1134, 1958
1135, 1135, 1887
1136, 1136, 1925
1137, 1137, 1906
1138, 1138, 1925
1139, 1139, 1907
1140, 1140, 1917
1141, 1141, 1970
1142, 1142, 1887
1143, 1143, 1982
1144, 1144, 2025
1145, 1145, 1945
1146, 1146, 2027
1147, 1147, 1957
1148, 1148, 1920
1149, 1149, 1925
1150, 1150, 1978
1151, 1151, 1950
1152, 1152, 1972
1153, 1153, 1906
1154, 1154, 1940
1155, 1155, 2024
1156, 1156, 1926
1157, 1157, 1907
1158, 1158, 1946
1159, 1159, 1964
1160, 1160, 1891
1161, 1161, 1968
1162, 1162, 2030
1163, 1163, 1857
1164, 1164, 1884
1165, 1165, 1963
1166, 1166, 1938
1167, 1167, 1954
1168, 1168, 2024
1169, 1169, 1897
1170, 1170, 2027
1171, 1171, 1970
1172, 1172, 1893
1173, 1173, 1935
1174, 1174, 1807
1175, 1175, 2016
1176, 1176, 1987
1177, 1177, 1994
1178, 1178, 1944
1179, 1179, 2039
1180, 1180, 1909
1181, 1181, 1889
1182, 1182, 1851
1183, 1183, 1881
1184, 1184, 1898
1185, 1185, 1942
1186, 1186, 1929
1187, 1187, 1912
1188, 1188, 1881
