Start Time, Thu Mar 5 14:39:04 GMT+0000 2026
Energy calibration,  Offset: 0, Slope: 1, Quadratic: 0
Live Time (s), 76990.224334
Real Time (s), 76999.889599
Elapsed Computational, 0
Spectrum
Channel, Energy (keV), Counts
949, 949, 467
950, 950, 459
951, 951, 443
952, 952, 461
953, 953, 485
954, 954, 432
955, 955, 416
956, 956, 424
957, 957, 459
958, 958, 454
959, 959, 467
960, 960, 435
961, 961, 491
962, 962, 471
963, 963, 472
964, 964, 480
965, 965, 460
966, 966, 450
967, 967, 484
968, 968, 432
969, 969, 470
970, 970, 499
971, 971, 482
972, 972, 458
973, 973, 478
974, 974, 497
975, 975, 477
976, 976, 483
977, 977, 470
978, 978, 492
979, 979, 429
980, 980, 450
981, 981, 452
982, 982, 480
983, 983, 513
984, 984, 493
985, 985, 445
986, 986, 449
987, 987, 485
988, 988, 522
989, 989, 508
990, 990, 474
991, 991, 480
992, 992, 465
993, 993, 465
994, 994, 487
995, 995, 494
996, 996, 409
997, 997, 488
998, 998, 447
999, 999, 476
1000, 1000, 476
1001, 1001, 457
1002, 1002, 442
1003, 1003, 476
1004, 1004, 493
1005, 1005, 487
1006, 1006, 460
1007, 1007, 485
1008, 1008, 501
1009, 1009, 482
1010, 1010, 474
1011, 1011, 509
1012, 1012, 464
1013, 1013, 504
1014, 1014, 447
1015, 1015, 471
1016, 1016, 472
1017, 1017, 478
1018, 1018, 434
1019, 1019, 474
1020, 1020, 471
1021, 1021, 437
1022, 1022, 436
1023, 1023, 477
1024, 1024, 475
1025, 1025, 463
1026, 1026, 446
1027, 1027, 462
1028, 1028, 440
1029, 1029, 430
1030, 1030, 465
1031, 1031, 476
1032, 1032, 476
1033, 1033, 473
1034, 1034, 478
1035, 1035, 458
1036, 1036, 448
1037, 1037, 430
1038, 1038, 488
1039, 1039, 469
1040, 1040, 522
1041, 1041, 479
1042, 1042, 452
1043, 1043, 434
1044, 1044, 505
1045, 1045, 491
1046, 1046, 452
1047, 1047, 494
1048, 1048, 451
1049, 1049, 442
1050, 1050, 478
1051, 1051, 451
1052, 1052, 462
1053, 1053, 486
1054, 1054, 477
1055, 1055, 501
1056, 1056, 479
1057, 1057, 493
1058, 1058, 471
1059, 1059, 450
1060, 1060, 491
1061, 1061, 464
1062, 1062, 460
1063, 1063, 469
1064, 1064, 500
1065, 1065, 499
1066, 1066, 461
1067, 1067, 493
1068, 1068, 467
1069, 1069, 433
1070, 1070, 481
1071, 1071, 459
1072, 1072, 508
1073, 1073, 501
1074, 1074, 436
1075, 1075, 450
1076, 1076, 487
1077, 1077, 472
1078, 1078, 508
1079, 1079, 479
1080, 1080, 498
1081, 1081, 505
1082, 1082, 506
1083, 1083, 453
1084, 1084, 462
1085, 1085, 475
1086, 1086, 450
1087, 1087, 474
1088, 1088, 454
1089, 1089, 517
1090, 1090, 471
1091, 1091, 492
1092, 1092, 465
1093, 1093, 447
1094, 1094, 457
1095, 1095, 485
1096, 1096, 450
1097, 1097, 511
1098, 1098, 469
1099, 1099, 475
1100, 1100, 464
1101, 1101, 448
1102, 1102, 467
1103, 1103, 508
1104, 1104, 479
1105, 1105, 494
1106, 1106, 442
1107, 1107, 487
1108, 1108, 484
1109, 1109, 492
1110, 1110, 496
1111, 1111, 485
1112, 1112, 504
1113, 1113, 465
1114, 1114, 509
1115, 1115, 496
1116, 1116, 465
1117, 1117, 475
1118, 1118, 502
1119, 1119, 447
1120, 1120, 446
1121, 1121, 466
1122, 1122, 448
1123, 1123, 502
1124, 1124, 432
1125, 1125, 449
1126, 1126, 455
1127, 1127, 459
1128, 1128, 483
1129, 1129, 475
1130, 1130, 472
1131, 1131, 457
1132, 1132, 500
1133, 1133, 471
1134, 1134, 514
1135, 1135, 481
1136, 1136, 472
1137, 1137, 487
1138, 1138, 522
1139, 1139, 508
1140, 1140, 476
1141, 1141, 505
1142, 1142, 445
1143, 1143, 507
1144, 1144, 469
1145, 1145, 490
1146, 1146, 432
1147, 1147, 440
1148, 1148, 457
1149, 1149, 469
1150, 1150, 479
1151, 1151, 482
1152, 1152, 455
1153, 1153, 483
1154, 1154, 483
1155, 1155, 526
1156, 1156, 451
1157, 1157, 466
1158, 1158, 452
1159, 1159, 504
1160, 1160, 511
1161, 1161, 486
1162, 1162, 476
1163, 1163, 499
1164, 1164, 464
1165, 1165, 450
1166, 1166, 473
1167, 1167, 458
1168, 1168, 469
1169, 1169, 459
1170, 1170, 458
1171, 1171, 487
1172, 1172, 484
1173, 1173, 449
1174, 1174, 468
1175, 1175, 458
1176, 1176, 488
1177, 1177, 489
1178, 1178, 487
1179, 1179, 507
1180, 1180, 448
1181, 1181, 484
1182, 1182, 475
1183, 1183, 441
1184, 1184, 465
1185, 1185, 475
1186, 1186, 468
1187, 1187, 479
1188, 1188, 441
1189, 1189, 421
1190, 1190, 425
1191, 1191, 458
1192, 1192, 493
1193, 1193, 449
1194, 1194, 449
1195, 1195, 467
1196, 1196, 418
1197, 1197, 436
1198, 1198, 469
1199, 1199, 425
1200, 1200, 486
1201, 1201, 453
1202, 1202, 457
1203, 1203, 420
1204, 1204, 441
1205, 1205, 431
1206, 1206, 442
1207, 1207, 431
1208, 1208, 436
1209, 1209, 438
1210, 1210, 410
1211, 1211, 456
1212, 1212, 422
1213, 1213, 402
1214, 1214, 423
1215, 1215, 426
1216, 1216, 447
1217, 1217, 413
1218, 1218, 409
1219, 1219, 384
1220, 1220, 389
1221, 1221, 428
1222, 1222, 408
1223, 1223, 446
1224, 1224, 402
1225, 1225, 381
1226, 1226, 426
1227, 1227, 364
1228, 1228, 394
1229, 1229, 413
1230, 1230, 367
1231, 1231, 416
1232, 1232, 425
1233, 1233, 430
1234, 1234, 409
1235, 1235, 405
1236, 1236, 389
1237, 1237, 392
1238, 1238, 396
1239, 1239, 371
1240, 1240, 415
1241, 1241, 368
1242, 1242, 370
1243, 1243, 372
1244, 1244, 352
1245, 1245, 405
1246, 1246, 376
1247, 1247, 399
1248, 1248, 372
1249, 1249, 398
1250, 1250, 399
1251, 1251, 371
1252, 1252, 365
1253, 1253, 380
1254, 1254, 368
1255, 1255, 376
1256, 1256, 393
1257, 1257, 371
1258, 1258, 358
1259, 1259, 385
1260, 1260, 348
1261, 1261, 373
1262, 1262, 344
1263, 1263, 350
1264, 1264, 335
1265, 1265, 377
1266, 1266, 311
1267, 1267, 353
1268, 1268, 336
1269, 1269, 371
1270, 1270, 341
1271, 1271, 338
1272, 1272, 324
1273, 1273, 354
1274, 1274, 340
1275, 1275, 340
1276, 1276, 355
1277, 1277, 308
1278, 1278, 352
1279, 1279, 336
1280, 1280, 345
1281, 1281, 327
1282, 1282, 372
1283, 1283, 356
1284, 1284, 317
1285, 1285, 357
1286, 1286, 321
1287, 1287, 341
1288, 1288, 330
1289, 1289, 358
1290, 1290, 318
1291, 1291, 288
1292, 1292, 324
1293, 1293, 320
1294, 1294, 316
1295, 1295, 326
1296, 1296, 345
1297, 1297, 316
1298, 1298, 321
1299, 1299, 350
1300, 1300, 306
1301, 1301, 327
1302, 1302, 333
1303, 1303, 294
1304, 1304, 321
1305, 1305, 309
1306, 1306, 323
1307, 1307, 351
1308, 1308, 302
1309, 1309, 320
1310, 1310, 311
1311, 1311, 309
1312, 1312, 319
1313, 1313, 281
1314, 1314, 313
1315, 1315, 321
1316, 1316, 322
1317, 1317, 333
1318, 1318, 309
1319, 1319, 331
1320, 1320, 285
1321, 1321, 346
1322, 1322, 296
1323, 1323, 307
1324, 1324, 280
1325, 1325, 317
1326, 1326, 300
1327, 1327, 309
1328, 1328, 283
1329, 1329, 285
1330, 1330, 292
1331, 1331, 273
1332, 1332, 293
1333, 1333, 306
1334, 1334, 313
1335, 1335, 296
1336, 1336, 295
1337, 1337, 297
1338, 1338, 290
1339, 1339, 293
1340, 1340, 274
1341, 1341, 276
1342, 1342, 272
1343, 1343, 272
1344, 1344, 289
1345, 1345, 296
1346, 1346, 336
1347, 1347, 290
1348, 1348, 281
1349, 1349, 287
1350, 1350, 289
1351, 1351, 276
1352, 1352, 281
1353, 1353, 314
1354, 1354, 278
1355, 1355, 306
1356, 1356, 299
1357, 1357, 267
1358, 1358, 276
1359, 1359, 273
1360, 1360, 303
1361, 1361, 297
1362, 1362, 265
1363, 1363, 304
1364, 1364, 290
1365, 1365, 256
1366, 1366, 276
1367, 1367, 275
1368, 1368, 267
1369, 1369, 279
1370, 1370, 267
1371, 1371, 274
1372, 1372, 275
1373, 1373, 303
1374, 1374, 274
1375, 1375, 280
1376, 1376, 267
1377, 1377, 264
1378, 1378, 282
1379, 1379, 264
1380, 1380, 251
1381, 1381, 272
1382, 1382, 241
1383, 1383, 277
1384, 1384, 237
1385, 1385, 253
1386, 1386, 276
1387, 1387, 280
1388, 1388, 272
1389, 1389, 244
1390, 1390, 240
1391, 1391, 230
1392, 1392, 234
1393, 1393, 258
1394, 1394, 249
1395, 1395, 241
1396, 1396, 274
1397, 1397, 247
1398, 1398, 260
1399, 1399, 270
1400, 1400, 246
1401, 1401, 245
1402, 1402, 240
1403, 1403, 262
1404, 1404, 237
1405, 1405, 255
1406, 1406, 262
1407, 1407, 236
1408, 1408, 247
1409, 1409, 238
1410, 1410, 249
1411, 1411, 222
1412, 1412, 227
1413, 1413, 232
1414, 1414, 228
1415, 1415, 202
1416, 1416, 234
1417, 1417, 262
1418, 1418, 220
1419, 1419, 237
1420, 1420, 229
1421, 1421, 232
1422, 1422, 243
1423, 1423, 239
1424, 1424, 244
1425, 1425, 250
1426, 1426, 241
1427, 1427, 213
1428, 1428, 265
1429, 1429, 259
1430, 1430, 221
1431, 1431, 245
